Date,StartDate,EndDate,Section,TotalSales,TotalPurchases,TotalTotal,TotalBalance,ProprietarySales,ProprietaryPurchases,ProprietaryTotal,ProprietaryBalance,BrokerageSales,BrokeragePurchases,BrokerageTotal,BrokerageBalance,IndividualsSales,IndividualsPurchases,IndividualsTotal,IndividualsBalance,ForeignersSales,ForeignersPurchases,ForeignersTotal,ForeignersBalance,SecuritiesCosSales,SecuritiesCosPurchases,SecuritiesCosTotal,SecuritiesCosBalance,InvestmentTrustsSales,InvestmentTrustsPurchases,InvestmentTrustsTotal,InvestmentTrustsBalance,BusinessCosSales,BusinessCosPurchases,BusinessCosTotal,BusinessCosBalance,OtherInstitutionsSales,OtherInstitutionsPurchases,OtherInstitutionsTotal,OtherInstitutionsBalance,InsuranceCosSales,InsuranceCosPurchases,InsuranceCosTotal,InsuranceCosBalance,CityBKsRegionalBKsEtcSales,CityBKsRegionalBKsEtcPurchase,CityBKsRegionalBKsEtcTotal,CityBKsRegionalBKsEtcBalance,TrustBanksSales,TrustBanksPurchases,TrustBanksTotal,TrustBanksBalance,OtherFinancialInstitutionsSales,OtherFinancialInstitutionsPurchases,OtherFinancialInstitutionsTotal,OtherFinancialInstitutionsBalance
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,2017-01-16,2017-01-20,Growth Market (Mothers/JASDAQ),681705142.0,682310094.0,1364015236.0,604952.0,18943160.0,16227695.0,35170855.0,-2715465.0,662761982.0,666082399.0,1328844381.0,3320417.0,456772310.0,467040763.0,923813073.0,10268453.0,172164483.0,165279520.0,337444003.0,-6884963.0,17381357.0,18373683.0,35755040.0,992326.0,3740019.0,3221448.0,6961467.0,-518571.0,6659274.0,7340595.0,13999869.0,681321.0,1339857.0,1256677.0,2596534.0,-83180.0,89426.0,63662.0,153088.0,-25764.0,94542.0,77156.0,171698.0,-17386.0,4171451.0,3379165.0,7550616.0,-792286.0,349263.0,49730.0,398993.0,-299533.0
2017-01-26,2017-01-16,2017-01-20,Prime Market (First Section),11730590591.0,11728616219.0,23459206810.0,-1974372.0,1883675998.0,2045842930.0,3929518928.0,162166932.0,9846914593.0,9682773289.0,19529687882.0,-164141304.0,1791854638.0,1790823268.0,3582677906.0,-1031370.0,7207374102.0,7112366789.0,14319740891.0,-95007313.0,94110393.0,93522667.0,187633060.0,-587726.0,282050129.0,178198988.0,460249117.0,-103851141.0,84656669.0,88602956.0,173259625.0,3946287.0,20210514.0,27970661.0,48181175.0,7760147.0,24702870.0,11961175.0,36664045.0,-12741695.0,34418626.0,16457583.0,50876209.0,-17961043.0,294314672.0,345755681.0,640070353.0,51441009.0,13221980.0,17113521.0,30335501.0,3891541.0
2017-01-26,2017-01-16,2017-01-20,Standard Market (Second Section),162430272.0,161901239.0,324331511.0,-529033.0,5707756.0,5507765.0,11215521.0,-199991.0,156722516.0,156393474.0,313115990.0,-329042.0,88574648.0,89901970.0,178476618.0,1327322.0,57908285.0,55797050.0,113705335.0,-2111235.0,4957867.0,4741706.0,9699573.0,-216161.0,1307039.0,1205874.0,2512913.0,-101165.0,2468242.0,3142949.0,5611191.0,674707.0,294057.0,429426.0,723483.0,135369.0,24211.0,35193.0,59404.0,10982.0,63627.0,20548.0,84175.0,-43079.0,1019663.0,1074765.0,2094428.0,55102.0,104877.0,43993.0,148870.0,-60884.0
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,2017-01-23,2017-01-27,Growth Market (Mothers/JASDAQ),705614489.0,705536334.0,1411150823.0,-78155.0,20231748.0,17006232.0,37237980.0,-3225516.0,685382741.0,688530102.0,1373912843.0,3147361.0,470605480.0,476370908.0,946976388.0,5765428.0,174843262.0,173843353.0,348686615.0,-999909.0,18536242.0,18789635.0,37325877.0,253393.0,6107290.0,5457224.0,11564514.0,-650066.0,8400246.0,6983045.0,15383291.0,-1417201.0,1347964.0,1669300.0,3017264.0,321336.0,141094.0,64986.0,206080.0,-76108.0,187525.0,72648.0,260173.0,-114877.0,5050301.0,5141097.0,10191398.0,90796.0,163337.0,137906.0,301243.0,-25431.0
2017-02-02,2017-01-23,2017-01-27,Prime Market (First Section),13193912536.0,13193534674.0,26387447210.0,-377862.0,2014157028.0,2330827286.0,4344984314.0,316670258.0,11179755508.0,10862707388.0,22042462896.0,-317048120.0,2057196461.0,1918352133.0,3975548594.0,-138844328.0,8144970014.0,7940486621.0,16085456635.0,-204483393.0,113365677.0,102587391.0,215953068.0,-10778286.0,330709787.0,286134015.0,616843802.0,-44575772.0,96315746.0,99837106.0,196152852.0,3521360.0,27501235.0,50956069.0,78457304.0,23454834.0,28188876.0,16842143.0,45031019.0,-11346733.0,11894915.0,12298928.0,24193843.0,404013.0,348522345.0,412508243.0,761030588.0,63985898.0,21090452.0,22704739.0,43795191.0,1614287.0
2017-02-02,2017-01-23,2017-01-27,Standard Market (Second Section),144797183.0,143944075.0,288741258.0,-853108.0,5298089.0,4540785.0,9838874.0,-757304.0,139499094.0,139403290.0,278902384.0,-95804.0,88623653.0,90041325.0,178664978.0,1417672.0,39977897.0,38746777.0,78724674.0,-1231120.0,4648034.0,4665776.0,9313810.0,17742.0,1533806.0,1615852.0,3149658.0,82046.0,2695519.0,2165180.0,4860699.0,-530339.0,382094.0,864931.0,1247025.0,482837.0,45627.0,12258.0,57885.0,-33369.0,47343.0,11976.0,59319.0,-35367.0,1527137.0,1202416.0,2729553.0,-324721.0,17984.0,76799.0,94783.0,58815.0
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,2017-01-30,2017-02-03,Growth Market (Mothers/JASDAQ),703902694.0,702535761.0,1406438455.0,-1366933.0,21892327.0,19805616.0,41697943.0,-2086711.0,682010367.0,682730145.0,1364740512.0,719778.0,460394092.0,467481078.0,927875170.0,7086986.0,181736022.0,178416191.0,360152213.0,-3319831.0,16614799.0,16849467.0,33464266.0,234668.0,4549163.0,5371154.0,9920317.0,821991.0,9867808.0,8397622.0,18265430.0,-1470186.0,2076545.0,1257668.0,3334213.0,-818877.0,52765.0,12093.0,64858.0,-40672.0,534096.0,41765.0,575861.0,-492331.0,6034216.0,4742725.0,10776941.0,-1291491.0,150861.0,160382.0,311243.0,9521.0
2017-02-09,2017-01-30,2017-02-03,Prime Market (First Section),13528787904.0,13518982949.0,27047770853.0,-9804955.0,2106461202.0,2217011655.0,4323472857.0,110550453.0,11422326702.0,11301971294.0,22724297996.0,-120355408.0,1862178370.0,2059715911.0,3921894281.0,197537541.0,8541186769.0,8299516441.0,16840703210.0,-241670328.0,110484013.0,118088547.0,228572560.0,7604534.0,325642369.0,248540954.0,574183323.0,-77101415.0,101622685.0,127094255.0,228716940.0,25471570.0,28328480.0,36114517.0,64442997.0,7786037.0,13000544.0,26356444.0,39356988.0,13355900.0,14154132.0,11544443.0,25698575.0,-2609689.0,409379402.0,350847275.0,760226677.0,-58532127.0,16349938.0,24152507.0,40502445.0,7802569.0
2017-02-09,2017-01-30,2017-02-03,Standard Market (Second Section),162120612.0,162265153.0,324385765.0,144541.0,5270652.0,5839581.0,11110233.0,568929.0,156849960.0,156425572.0,313275532.0,-424388.0,101802223.0,101424759.0,203226982.0,-377464.0,43165487.0,43312125.0,86477612.0,146638.0,5011440.0,4735062.0,9746502.0,-276378.0,1205392.0,1932121.0,3137513.0,726729.0,3661295.0,2696900.0,6358195.0,-964395.0,466858.0,540472.0,1007330.0,73614.0,22296.0,10522.0,32818.0,-11774.0,36832.0,7159.0,43991.0,-29673.0,1453539.0,1681447.0,3134986.0,227908.0,24598.0,85005.0,109603.0,60407.0
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,2017-02-06,2017-02-10,Growth Market (Mothers/JASDAQ),699278263.0,698497215.0,1397775478.0,-781048.0,20902956.0,18444347.0,39347303.0,-2458609.0,678375307.0,680052868.0,1358428175.0,1677561.0,457633588.0,465194531.0,922828119.0,7560943.0,185442486.0,174250691.0,359693177.0,-11191795.0,15245060.0,15440632.0,30685692.0,195572.0,5570052.0,7461648.0,13031700.0,1891596.0,8175559.0,10546140.0,18721699.0,2370581.0,1243971.0,1215962.0,2459933.0,-28009.0,300192.0,42837.0,343029.0,-257355.0,139479.0,96591.0,236070.0,-42888.0,4221406.0,5691413.0,9912819.0,1470007.0,403514.0,112423.0,515937.0,-291091.0
2017-02-16,2017-02-06,2017-02-10,Prime Market (First Section),12699856492.0,12708522607.0,25408379099.0,8666115.0,1882596776.0,1986010201.0,3868606977.0,103413425.0,10817259716.0,10722512406.0,21539772122.0,-94747310.0,1934738962.0,1760247445.0,3694986407.0,-174491517.0,7799592408.0,7941195808.0,15740788216.0,141603400.0,119214826.0,107929763.0,227144589.0,-11285063.0,254769030.0,229072420.0,483841450.0,-25696610.0,171212890.0,228464014.0,399676904.0,57251124.0,26822445.0,31213647.0,58036092.0,4391202.0,26603111.0,12106519.0,38709630.0,-14496592.0,59287955.0,19603078.0,78891033.0,-39684877.0,407938563.0,367133822.0,775072385.0,-40804741.0,17079526.0,25545890.0,42625416.0,8466364.0
2017-02-16,2017-02-06,2017-02-10,Standard Market (Second Section),187322791.0,186420994.0,373743785.0,-901797.0,7732070.0,9970356.0,17702426.0,2238286.0,179590721.0,176450638.0,356041359.0,-3140083.0,115741303.0,107531533.0,223272836.0,-8209770.0,49037017.0,55775038.0,104812055.0,6738021.0,5750446.0,5348340.0,11098786.0,-402106.0,1676736.0,2275582.0,3952318.0,598846.0,4395583.0,2809769.0,7205352.0,-1585814.0,554733.0,491428.0,1046161.0,-63305.0,33548.0,10500.0,44048.0,-23048.0,125396.0,10650.0,136046.0,-114746.0,2118570.0,2144679.0,4263249.0,26109.0,157389.0,53119.0,210508.0,-104270.0
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-23,2017-02-13,2017-02-17,Growth Market (Mothers/JASDAQ),879693409.0,879611043.0,1759304452.0,-82366.0,32572887.0,33729392.0,66302279.0,1156505.0,847120522.0,845881651.0,1693002173.0,-1238871.0,567061597.0,558700974.0,1125762571.0,-8360623.0,228111483.0,241683926.0,469795409.0,13572443.0,19469163.0,18707212.0,38176375.0,-761951.0,7966177.0,7683445.0,15649622.0,-282732.0,15474389.0,11278066.0,26752455.0,-4196323.0,2228610.0,1502900.0,3731510.0,-725710.0,280224.0,35749.0,315973.0,-244475.0,122211.0,199565.0,321776.0,77354.0,5973030.0,5661606.0,11634636.0,-311424.0,433638.0,428208.0,861846.0,-5430.0
2017-02-23,2017-02-13,2017-02-17,Prime Market (First Section),12456307803.0,12451992844.0,24908300647.0,-4314959.0,1682985995.0,1837528576.0,3520514571.0,154542581.0,10773321808.0,10614464268.0,21387786076.0,-158857540.0,1908917293.0,1934292546.0,3843209839.0,25375253.0,7865412240.0,7773920798.0,15639333038.0,-91491442.0,121549855.0,118503021.0,240052876.0,-3046834.0,262312631.0,251247371.0,513560002.0,-11065260.0,149080639.0,150395465.0,299476104.0,1314826.0,27724296.0,35143530.0,62867826.0,7419234.0,34453860.0,9721598.0,44175458.0,-24732262.0,28780349.0,13308704.0,42089053.0,-15471645.0,351039647.0,296629531.0,647669178.0,-54410116.0,24050998.0,31301704.0,55352702.0,7250706.0
2017-02-23,2017-02-13,2017-02-17,Standard Market (Second Section),177498149.0,176770775.0,354268924.0,-727374.0,8529794.0,9808997.0,18338791.0,1279203.0,168968355.0,166961778.0,335930133.0,-2006577.0,99563113.0,94861826.0,194424939.0,-4701287.0,56626330.0,58045815.0,114672145.0,1419485.0,5421534.0,5251807.0,10673341.0,-169727.0,1957199.0,1601673.0,3558872.0,-355526.0,3018033.0,4493772.0,7511805.0,1475739.0,260848.0,401181.0,662029.0,140333.0,70192.0,13810.0,84002.0,-56382.0,462725.0,3376.0,466101.0,-459349.0,1473063.0,2249281.0,3722344.0,776218.0,115318.0,39237.0,154555.0,-76081.0
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,2017-02-20,2017-02-24,Growth Market (Mothers/JASDAQ),841964820.0,839409787.0,1681374607.0,-2555033.0,22771814.0,20613823.0,43385637.0,-2157991.0,819193006.0,818795964.0,1637988970.0,-397042.0,570718966.0,574834860.0,1145553826.0,4115894.0,202730684.0,203347449.0,406078133.0,616765.0,18949826.0,18865250.0,37815076.0,-84576.0,5796096.0,5545854.0,11341950.0,-250242.0,11755611.0,10426942.0,22182553.0,-1328669.0,4844097.0,1677830.0,6521927.0,-3166267.0,107053.0,66774.0,173827.0,-40279.0,143300.0,81924.0,225224.0,-61376.0,3897658.0,3837447.0,7735105.0,-60211.0,249715.0,111634.0,361349.0,-138081.0
2017-03-02,2017-02-20,2017-02-24,Prime Market (First Section),10689534506.0,10693090653.0,21382625159.0,3556147.0,1530437849.0,1651168289.0,3181606138.0,120730440.0,9159096657.0,9041922364.0,18201019021.0,-117174293.0,1705169495.0,1660155758.0,3365325253.0,-45013737.0,6592690089.0,6519599057.0,13112289146.0,-73091032.0,95877739.0,94621098.0,190498837.0,-1256641.0,251952387.0,197675064.0,449627451.0,-54277323.0,123398230.0,187268416.0,310666646.0,63870186.0,25428604.0,41911661.0,67340265.0,16483057.0,22101434.0,13624456.0,35725890.0,-8476978.0,31899723.0,18662891.0,50562614.0,-13236832.0,298551779.0,277206009.0,575757788.0,-21345770.0,12027177.0,31197954.0,43225131.0,19170777.0
2017-03-02,2017-02-20,2017-02-24,Standard Market (Second Section),142052888.0,141770741.0,283823629.0,-282147.0,4932100.0,5765466.0,10697566.0,833366.0,137120788.0,136005275.0,273126063.0,-1115513.0,81926178.0,82007145.0,163933323.0,80967.0,42181279.0,41825248.0,84006527.0,-356031.0,5031666.0,5019326.0,10050992.0,-12340.0,1631294.0,2190977.0,3822271.0,559683.0,2712325.0,2361653.0,5073978.0,-350672.0,366843.0,634503.0,1001346.0,267660.0,9833.0,31563.0,41396.0,21730.0,704797.0,6758.0,711555.0,-698039.0,2317159.0,1681527.0,3998686.0,-635632.0,239414.0,246575.0,485989.0,7161.0
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-09,2017-02-27,2017-03-03,Growth Market (Mothers/JASDAQ),932289402.0,932202080.0,1864491482.0,-87322.0,27997796.0,21117640.0,49115436.0,-6880156.0,904291606.0,911084440.0,1815376046.0,6792834.0,622412260.0,630595150.0,1253007410.0,8182890.0,236909419.0,234934842.0,471844261.0,-1974577.0,20792085.0,21056350.0,41848435.0,264265.0,6084181.0,6262146.0,12346327.0,177965.0,11077853.0,10987195.0,22065048.0,-90658.0,2758304.0,2059850.0,4818154.0,-698454.0,54517.0,38146.0,92663.0,-16371.0,219739.0,55145.0,274884.0,-164594.0,3856410.0,4964956.0,8821366.0,1108546.0,126838.0,130660.0,257498.0,3822.0
2017-03-09,2017-02-27,2017-03-03,Prime Market (First Section),13095218805.0,13108623529.0,26203842334.0,13404724.0,2025637061.0,2282813237.0,4308450298.0,257176176.0,11069581744.0,10825810292.0,21895392036.0,-243771452.0,1782456015.0,1695173661.0,3477629676.0,-87282354.0,8243045476.0,8163302094.0,16406347570.0,-79743382.0,106284405.0,102694940.0,208979345.0,-3589465.0,294438527.0,235308354.0,529746881.0,-59130173.0,144472316.0,170852712.0,315325028.0,26380396.0,22441510.0,39696776.0,62138286.0,17255266.0,20730089.0,15469171.0,36199260.0,-5260918.0,29699060.0,12562680.0,42261740.0,-17136380.0,403134862.0,363959099.0,767093961.0,-39175763.0,22879484.0,26790805.0,49670289.0,3911321.0
2017-03-09,2017-02-27,2017-03-03,Standard Market (Second Section),176080570.0,176036818.0,352117388.0,-43752.0,5752462.0,9088929.0,14841391.0,3336467.0,170328108.0,166947889.0,337275997.0,-3380219.0,101923866.0,97154727.0,199078593.0,-4769139.0,54800895.0,56877168.0,111678063.0,2076273.0,6485251.0,6030829.0,12516080.0,-454422.0,1860622.0,1991704.0,3852326.0,131082.0,2896459.0,2351820.0,5248279.0,-544639.0,439945.0,673478.0,1113423.0,233533.0,26150.0,70379.0,96529.0,44229.0,514071.0,5851.0,519922.0,-508220.0,1374282.0,1713695.0,3087977.0,339413.0,6567.0,78238.0,84805.0,71671.0
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16,2017-03-06,2017-03-10,Growth Market (Mothers/JASDAQ),838682535.0,836719155.0,1675401690.0,-1963380.0,25812386.0,22729598.0,48541984.0,-3082788.0,812870149.0,813989557.0,1626859706.0,1119408.0,556638596.0,567576545.0,1124215141.0,10937949.0,212970521.0,205722904.0,418693425.0,-7247617.0,19529829.0,19962966.0,39492795.0,433137.0,4947207.0,5581722.0,10528929.0,634515.0,9584290.0,8302779.0,17887069.0,-1281511.0,1770193.0,1819887.0,3590080.0,49694.0,200619.0,25102.0,225721.0,-175517.0,637891.0,54996.0,692887.0,-582895.0,6532543.0,4837584.0,11370127.0,-1694959.0,58460.0,105072.0,163532.0,46612.0
2017-03-16,2017-03-06,2017-03-10,Prime Market (First Section),12009109410.0,12024624235.0,24033733645.0,15514825.0,2314817196.0,2623711821.0,4938529017.0,308894625.0,9694292214.0,9400912414.0,19095204628.0,-293379800.0,1626152502.0,1517774759.0,3143927261.0,-108377743.0,7163796886.0,7070064161.0,14233861047.0,-93732725.0,98930115.0,86778158.0,185708273.0,-12151957.0,253198294.0,202736586.0,455934880.0,-50461708.0,139921106.0,142592907.0,282514013.0,2671801.0,20358907.0,30582051.0,50940958.0,10223144.0,21856069.0,10682353.0,32538422.0,-11173716.0,28587083.0,14126955.0,42714038.0,-14460128.0,323177106.0,298652323.0,621829429.0,-24524783.0,18314146.0,26922161.0,45236307.0,8608015.0
